acc_x,acc_y,acc_z
0.6839875,0.060075,0.163275
0.775944444,0.0769,0.263477778
0.824085714,0.105914286,0.368157143
0.80393,0.07576,0.42028
0.7947875,0.0336625,0.3456375
0.8925,0.063533333,0.233422222
1.031511111,0.120688889,0.234622222
1.1358625,0.151375,0.2958
1.192088889,0.141522222,0.325766667
1.2679875,0.054575,0.3161375
1.312788889,-0.028988889,0.289366667
1.221575,-0.110275,0.24435
1.02855,-0.1592625,0.2681875
0.875655556,-0.162466667,0.307455556
0.9686875,-0.150425,0.4340375
1.287966667,-0.097988889,0.539933333
1.54865,-0.021,0.5411625
1.4337375,0.0461875,0.5424125
0.99961,0.0396,0.42691
0.6646,0.0189125,0.2577125
0.501355556,0.027066667,0.155011111
0.44205,0.0836375,0.129
0.470166667,0.137116667,0.128466667
0.514218182,0.159236364,0.184154545
0.561755556,0.123311111,0.256988889
0.68065,0.0796875,0.3927625
0.8356375,0.0883875,0.5447875
0.997455556,0.114777778,0.613733333
1.0801125,0.0716875,0.5507125
1.123977778,-0.012433333,0.443888889
1.2213875,-0.073025,0.4055
1.276633333,-0.082544444,0.546355556
1.269328571,-0.018671429,0.536057143
1.26615,0.03495,0.3143
1.394933333,0.027611111,0.268933333
1.700228571,0.055271429,0.191071429
1.803844444,0.0984,0.365966667
1.134288889,0.184011111,0.742033333
0.607583333,0.273416667,0.932666667
0.629890909,0.093145455,0.693890909
0.89215,-0.257025,0.0427625
1.127666667,-0.106622222,-0.324
1.1839,0.180075,-0.2712375
1.0242,0.240377778,0.032177778
0.773675,0.1382,0.2735125
0.639044444,0.028388889,0.265688889
0.6226625,-0.0424625,0.1788625
0.68975,-0.0725625,0.1652375
0.82884,-0.00204,0.22575
0.9343625,0.0985625,0.2947375
0.9639375,0.138025,0.3109875
0.957633333,0.168933333,0.326911111
0.94005,0.1872,0.3544875
0.912122222,0.159755556,0.370266667
0.9136375,0.1204625,0.366275
0.937211111,0.106544444,0.361288889
0.9643375,0.1043375,0.34205
0.965142857,0.091214286,0.3044
0.95324,0.0909,0.29384
0.991166667,0.100277778,0.368122222
0.986925,0.0437125,0.4953875
1.003811111,0.006233333,0.6072
1.174285714,0.085228571,0.364414286
1.181011111,0.037866667,0.255322222
1.246266667,0.015355556,0.078622222
1.382111111,0.046111111,-0.104988889
1.3959375,0.0245125,-0.0610375
