acc_x,acc_y,acc_z
1.0062,-0.002666667,0.003611111
1.0059125,-0.005375,0.0090625
1.005322222,-0.010011111,0.0041
1.0059,-0.0122625,0.0074375
1.003944444,-0.005266667,0.005122222
1.002555556,-0.002733333,0.007722222
1.00215,-0.0065625,0.0101375
1.003028571,-0.009942857,0.008742857
1.0016,-0.00819,0.005
1.0039,-0.0069875,0.006025
1.003355556,-0.011311111,0.008611111
1.003455556,-0.005588889,0.006733333
1.0044125,-0.001,0.00295
1.005244444,-0.003666667,0.007822222
1.006925,-0.0103375,0.0096625
1.010777778,-0.006688889,0.005755556
1.007825,-0.00195,0.0055625
1.0033875,-0.0055625,0.004975
1.000833333,-0.002833333,0.009322222
0.998855556,-0.008366667,0.006066667
1.007025,-0.0049125,0.0112375
1.0071,-0.005922222,0.008633333
1.006471429,-0.006428571,0.009257143
1.00409,-0.00711,0.01567
1.004,-0.002722222,0.008477778
1.0061875,-0.00155,0.0088875
1.007166667,-0.005477778,0.010833333
1.0059,-0.00128,0.01
1.005227273,-0.000418182,0.006290909
1.006844444,-0.003811111,0.010466667
1.0102,-0.004366667,0.011022222
1.0126,-0.0016375,0.0109
1.0124,0.000571429,0.009185714
1.007981818,0.001118182,0.009127273
1.0063625,0.005475,0.0064625
1.003325,-0.0037625,0.0027375
1.002388889,-0.004622222,0.010633333
1.0007625,-0.0032125,0.00305
1.0013,-0.005011111,0.010911111
0.999322222,-0.002566667,0.0064
1.0012375,-2.50E-05,0.006725
1.007711111,-0.003177778,0.014611111
1.008642857,-0.006514286,0.008885714
1.00765,-0.00302,0.00962
1.0030125,0.0036875,0.004225
1.003822222,0.001988889,0.006322222
1.008577778,-0.004922222,0.015911111
1.0080625,-0.0054625,0.0079625
1.0073875,0.0008875,0.005175
1.005855556,-0.001711111,0.0103
1.002611111,-0.001222222,0.011833333
1.00365,0.001075,0.0071375
1.003575,-0.0023125,0.0057875
1.003522222,-0.003011111,0.012233333
1.002411111,-0.002766667,0.0083
1.007388889,-0.001611111,0.011011111
1.0076375,-0.001225,0.009925
1.0076,-0.000916667,0.00975
1.0098,-0.000445455,0.008972727
1.009725,-0.0021875,0.0147
1.0062,0.001077778,0.008744444
1.0055125,0.001775,0.0042375
