acc_x,acc_y,acc_z
0.770333333,-0.021244444,-0.024522222
0.789775,-0.03895,0.0815875
0.842775,-0.0420875,0.139125
0.932844444,-0.062988889,0.181522222
1.0818625,-0.050875,0.247625
1.249655556,0.008044444,0.256188889
1.3193,0.094275,0.2573
1.2884,0.104977778,0.333911111
1.3742,0.0714,0.2854
1.386544444,0.057855556,0.048055556
1.4492,0.003566667,-0.083422222
1.64275,-0.03555,-0.1132625
1.668844444,-0.078511111,0.016744444
1.315475,-0.1003875,0.2317375
0.8175625,-0.154025,0.4481375
0.545544444,-0.2071,0.422477778
0.589033333,-0.200533333,0.205822222
0.7314875,-0.1472125,0.0999625
0.821842857,-0.088885714,0.109385714
0.8375,-0.00937,0.20054
0.796344444,0.047633333,0.285633333
0.7518875,0.065,0.3029125
0.73415,0.085275,0.2617125
0.7572125,0.099275,0.1715
0.75242,0.08632,0.05574
0.6911125,0.07645,0.013425
0.6386125,0.0593375,0.0348625
0.657555556,0.042666667,0.109266667
0.770957143,0.029757143,0.197285714
0.94322,0.02365,0.27984
1.123955556,0.0453,0.314322222
1.24115,0.0669,0.3249875
1.255075,0.056125,0.3747
1.156125,0.0090125,0.5266
1.192722222,-0.042477778,0.515366667
1.270133333,-0.044266667,0.133155556
1.283855556,-0.004755556,-0.073777778
1.40115,-0.0426125,-0.077525
1.4745,-0.019585714,0.021714286
1.32835,0.01346,0.22999
1.091266667,-0.0002,0.4071
0.973771429,-0.032385714,0.301471429
0.899733333,-0.068888889,0.1404
0.842233333,-0.080733333,0.000111111
0.8027375,-0.0426125,-0.0428875
0.838411111,0.048766667,0.039855556
0.8865875,0.13805,0.1743125
0.8654875,0.17225,0.28765
0.7843375,0.1558125,0.336225
0.67841,0.08336,0.28665
0.6073375,-0.0502625,0.14885
0.555955556,-0.169755556,0.000711111
0.5570375,-0.169975,-0.0528375
0.6163,-0.088666667,-0.033216667
0.771083333,0.01335,0.019791667
0.9527625,0.07865,0.0994625
1.1245875,0.0749125,0.15605
1.325477778,0.065988889,0.186022222
1.4759,0.041744444,0.213011111
1.361525,-0.030975,0.2998
1.1415,-0.1366125,0.413775
1.295388889,-0.221566667,0.160533333
1.4164875,-0.210575,-0.253525
1.4757375,-0.14135,-0.2447875
1.546733333,-0.114644444,0.139477778
1.3659875,-0.145375,0.428425
0.956222222,-0.303955556,0.482311111
0.6934,-0.455955556,0.337577778
0.685314286,-0.442128571,0.231814286
0.8196,-0.297857143,0.213971429
0.976536364,-0.128627273,0.249272727
0.991222222,-0.0068,0.295977778
0.885525,0.0489125,0.29405
0.790442857,0.046671429,0.269685714
0.718090909,0.028118182,0.211863636
0.671675,0.0055125,0.1483125
0.682788889,0.001322222,0.073733333
0.6810375,0.0025125,0.0223125
0.648814286,-0.004542857,0.040471429
0.647755556,-0.047777778,0.097844444
0.702466667,-0.076122222,0.171122222
0.855188889,-0.038766667,0.210588889
1.0649,0.0318,0.245266667
1.206875,0.05915,0.302925
1.1780375,0.009425,0.3942625
