acc_x,acc_y,acc_z
1.03045,0.055525,0.309075
1.070611111,0.042744444,0.265311111
1.1060875,0.0129125,0.2240875
1.138657143,-0.017485714,0.203357143
1.14771,-0.0651,0.19531
1.123344444,-0.133733333,0.206688889
1.1035375,-0.184925,0.210375
1.028622222,-0.229022222,0.227266667
0.9556125,-0.250525,0.25415
0.901155556,-0.268222222,0.301233333
0.83645,-0.3292875,0.306125
0.805,-0.326455556,0.3049
0.82645,-0.3515875,0.3162
0.829444444,-0.216344444,0.3561
0.9016375,-0.08385,0.407725
0.936822222,-0.0056,0.373544444
0.9947625,0.024825,0.339425
1.028133333,0.0226,0.301333333
1.0168125,0.0011625,0.2673625
0.954825,-0.06005,0.2461375
0.832744444,-0.1336,0.2476
0.757125,-0.164475,0.2877125
0.7213,-0.165322222,0.348744444
0.6791,-0.168071429,0.402042857
0.67669,-0.1424,0.42722
0.729222222,-0.100855556,0.464911111
0.7820625,-0.0668125,0.5154375
0.857033333,-0.053933333,0.516677778
0.952925,-0.0348375,0.51645
1.023477778,0.005677778,0.488288889
1.0417,0.0263625,0.4347375
1.0607,0.041625,0.3908
1.045511111,0.038533333,0.425066667
1.0694,-0.021333333,0.4828
1.18785,-0.1507375,0.4018375
1.28935,-0.270625,0.289775
1.226888889,-0.303911111,0.216022222
1.1327,-0.242577778,0.222211111
1.141516667,-0.2157,0.23245
1.111463636,-0.132654545,0.252936364
0.911,-0.113125,0.3125625
0.663333333,-0.157877778,0.265511111
0.56195,-0.1972875,0.13525
0.6228125,-0.184625,0.0703125
0.753055556,-0.136022222,0.035955556
0.879611111,-0.149688889,0.014155556
0.9790125,-0.1642125,0.0082625
1.126022222,-0.136244444,0.017077778
1.232914286,-0.119028571,0.078457143
1.15494,-0.1363,0.22337
0.9252375,-0.1544,0.4103125
0.770875,-0.1656375,0.48125
0.757855556,-0.134211111,0.399344444
0.852188889,-0.073588889,0.288988889
0.927825,-0.0213375,0.2194625
0.9638,0.017511111,0.171488889
0.9721,0.036475,0.165675
0.998788889,0.039977778,0.202122222
1.0288125,0.016275,0.2602
1.018122222,-0.034466667,0.308177778
1.0065,-0.0740875,0.355825
0.996177778,-0.092822222,0.407422222
1.008675,-0.061925,0.4259
1.059444444,-0.040977778,0.381822222
1.1461875,-0.049725,0.3113
1.251922222,-0.098055556,0.200055556
1.2883625,-0.164,0.095075
1.337733333,-0.221422222,-0.002311111
1.309542857,-0.225714286,-0.064614286
1.11215,-0.28029,-0.01772
0.8932,-0.388825,0.1468375
0.7070125,-0.4556125,0.3826625
0.585933333,-0.450688889,0.6245
0.6368,-0.358,0.682457143
0.83034,-0.1988,0.51309
0.946055556,0.090233333,0.3373
0.9731,0.202125,0.239175
0.9384875,0.148,0.201025
0.9416,0.0697125,0.1737625
0.98599,0.04516,0.18788
1.0129,0.03375,0.2565875
0.862366667,-0.094944444,0.323644444
0.731275,-0.1545625,0.3972625
0.674944444,-0.166644444,0.428333333
0.6346,-0.1500625,0.4180625
0.6183625,-0.10565,0.4195625
0.6823,-0.072677778,0.442933333
0.770822222,-0.081377778,0.466
0.850671429,-0.095214286,0.451014286
1.02895,-0.12629,0.40598
1.225425,-0.1066875,0.4286875
1.2433,-0.0596125,0.4705625
1.238533333,-0.006011111,0.541077778
1.213742857,-0.024828571,0.572442857
1.08955,-0.14749,0.47515
1.0768,-0.2608,0.388544444
1.106,-0.2518375,0.2306125
1.042833333,-0.138588889,0.181033333
1.0843125,-0.1260375,0.24985
1.0371625,-0.1266,0.2370125
0.861777778,-0.146311111,0.222166667
0.6465125,-0.2257,0.1597
0.562322222,-0.205422222,0.1075
0.681025,-0.1451375,0.1061
0.794811111,-0.187755556,0.080977778
0.912022222,-0.193155556,0.087555556
1.1248375,-0.11785,0.1686125
1.265466667,-0.082744444,0.228011111
1.1568,-0.096685714,0.234071429
0.95875,-0.1086,0.31155
0.768625,-0.1160375,0.3860125
0.702833333,-0.105822222,0.382866667
0.7817125,-0.0650625,0.34275
0.89225,-0.0131625,0.3063125
0.942222222,0.020577778,0.231266667
0.9716875,0.0306625,0.1893125
1.026844444,0.033511111,0.189477778
1.089022222,0.019822222,0.219311111
1.100533333,-0.012266667,0.272116667
1.060009091,-0.053581818,0.361472727
1.01005,-0.0671375,0.4534125
1.0223875,-0.0434125,0.445525
1.069266667,-0.024922222,0.386511111
1.130188889,-0.042433333,0.307433333
1.1955125,-0.0826,0.209675
1.235522222,-0.1423,0.095911111
1.229114286,-0.188785714,0.010328571
1.2377,-0.2049,-0.032044444
1.1697,-0.2451,-0.043428571
0.9751,-0.36575,0.00558
0.747233333,-0.425211111,0.256933333
0.565725,-0.4473125,0.6579375
0.674011111,-0.304988889,0.803355556
0.8533625,-0.05745,0.5415625
0.947111111,0.093488889,0.3358
0.959744444,0.122255556,0.271766667
0.93905,0.07855,0.2430875
0.921375,0.038275,0.2249375
0.913033333,0.016477778,0.2191
0.905666667,0.010333333,0.2384
0.8918125,-0.04675,0.24845
0.813,-0.1094,0.248488889
0.7372875,-0.1296625,0.2767
0.6696625,-0.1344625,0.3809625
0.6163,-0.135477778,0.520788889
0.645355556,-0.118322222,0.570366667
0.8275,-0.091125,0.55445
1.009722222,-0.110966667,0.500244444
1.154042857,-0.132785714,0.396928571
1.24825,-0.11028,0.33147
1.1933,-0.0749625,0.366525
1.1140375,-0.0312875,0.5071875
1.094,-0.007811111,0.571155556
1.070871429,-0.0683,0.465771429
1.09492,-0.22385,0.37333
1.1690625,-0.311025,0.2166
1.087277778,-0.231866667,0.075211111
1.0886875,-0.144875,0.072225
1.08735,-0.1273125,0.1407875
0.943277778,-0.129533333,0.216055556
0.727144444,-0.157655556,0.172466667
0.6482625,-0.1521375,0.091175
0.7052,-0.134144444,0.049333333
0.803575,-0.1673125,0.0021375
0.905644444,-0.150944444,0.047311111
1.0345375,-0.110825,0.15785
1.141033333,-0.087777778,0.200311111
1.090077778,-0.111133333,0.189511111
0.9505,-0.136875,0.202475
0.815555556,-0.139666667,0.279211111
0.75125,-0.1107,0.32035
0.8405,-0.0211375,0.29535
0.931688889,0.029722222,0.212311111
0.967844444,0.043022222,0.153711111
0.9802,0.0640125,0.1334125
1.010444444,0.090055556,0.159911111
1.0295,0.08175,0.22915
1.032122222,0.036633333,0.253455556
1.022828571,-0.011171429,0.275528571
1.025155556,-0.032411111,0.304733333
1.015044444,-0.037977778,0.337111111
1.020975,-0.0073375,0.3661375
1.035722222,0.024166667,0.384222222
1.069028571,0.021442857,0.3707
1.13683,0.00526,0.27295
1.24725,-0.0242625,0.1505625
1.332811111,-0.083333333,0.0449
1.35405,-0.18405,-0.065275
1.293377778,-0.241955556,-0.1296
1.079275,-0.32585,-0.108025
0.871288889,-0.446077778,0.087155556
0.716866667,-0.453222222,0.411122222
0.6736375,-0.4096125,0.7529875
0.7511,-0.294814286,0.764657143
0.87482,-0.10078,0.50089
0.941966667,0.086566667,0.272
0.9438375,0.115575,0.207075
0.9207875,0.0874625,0.1718375
0.927457143,0.064671429,0.148228571
0.953618182,0.068018182,0.154545455
0.9634375,0.0444625,0.17605
0.8874,-0.0835875,0.1949375
0.790644444,-0.161566667,0.251888889
0.7313375,-0.1938875,0.32915
0.663188889,-0.191422222,0.401711111
0.597466667,-0.171977778,0.459611111
0.6289375,-0.1500125,0.4863875
0.749322222,-0.132377778,0.500811111
0.907,-0.1036875,0.5023125
1.0439,-0.059475,0.432025
1.172966667,-0.011011111,0.366466667
1.2456,0.029725,0.3355375
1.2021,0.045277778,0.383666667
1.1561875,0.0588625,0.4801875
1.165133333,-0.014077778,0.526366667
1.19175,-0.1569875,0.4057375
1.2337375,-0.2383125,0.2615125
1.138488889,-0.250666667,0.052522222
1.113725,-0.214675,-0.013375
1.107711111,-0.217977778,0.076488889
0.905577778,-0.225566667,0.244566667
0.6258875,-0.25155,0.2959875
0.492377778,-0.244222222,0.168477778
0.6201125,-0.1917875,0.0944125
0.798577778,-0.181188889,0.064044444
0.9251375,-0.16365,0.036225
1.089333333,-0.087277778,0.040311111
1.3226,-0.0308625,0.0614375
1.3175,-0.0698625,0.1094375
1.042355556,-0.138755556,0.234077778
0.79565,-0.1672125,0.3694125
0.694733333,-0.139255556,0.397022222
0.7290375,-0.07925,0.3495125
0.786511111,-0.065111111,0.265555556
0.8459875,-0.0423375,0.16895
0.910088889,-0.002577778,0.125
0.976655556,0.017111111,0.140822222
1.0497875,0.02295,0.190175
1.114342857,0.029257143,0.260828571
1.15288,0.0213,0.33335
1.1375375,0.0051,0.385875
1.082244444,-0.003622222,0.407922222
1.083977778,-0.000255556,0.380188889
1.1099625,-0.0376125,0.3350875
