acc_x,acc_y,acc_z
0.983188889,0.033277778,0.214577778
0.983125,0.032225,0.2170875
0.981,0.0308,0.219933333
0.9821125,0.0299875,0.2201125
0.984022222,0.032688889,0.217377778
0.982,0.029677778,0.213977778
0.981985714,0.034785714,0.213814286
0.981422222,0.035244444,0.214377778
0.983488889,0.033255556,0.215711111
0.981211111,0.029311111,0.215755556
0.982025,0.030575,0.2172875
0.982733333,0.0306,0.216883333
0.98151,0.03019,0.21589
0.98227,0.03204,0.21706
0.9818125,0.031675,0.2153875
0.981555556,0.033922222,0.216777778
0.98245,0.0303875,0.2174
0.9805875,0.02985,0.2219
0.981333333,0.031255556,0.2208
0.978322222,0.029677778,0.223722222
0.9810625,0.027325,0.2203
0.978133333,0.0315,0.217033333
0.981318182,0.033654545,0.218518182
0.9814,0.030755556,0.219944444
0.9795625,0.0307625,0.2189
0.979822222,0.031977778,0.224111111
0.980657143,0.026171429,0.221957143
0.979877778,0.031955556,0.2199
0.982533333,0.028944444,0.220488889
0.979133333,0.031188889,0.221944444
0.9817,0.0299125,0.222575
0.978711111,0.028833333,0.221733333
0.9844625,0.03155,0.2244
0.981075,0.0280875,0.2231375
0.979066667,0.0302,0.222311111
0.978977778,0.029377778,0.2215
0.9825,0.034057143,0.222985714
0.98206,0.02786,0.22173
0.98015,0.0322625,0.2209125
0.976888889,0.030422222,0.221544444
0.9802375,0.031325,0.22345
0.981528571,0.028928571,0.222385714
0.982,0.03099,0.22388
0.9808125,0.0303375,0.2243875
0.979444444,0.030055556,0.224077778
0.9804125,0.027175,0.2223875
0.980175,0.0288375,0.2238375
0.97946,0.02934,0.22059
0.9796625,0.0299125,0.22275
0.981133333,0.030844444,0.220133333
0.981275,0.034075,0.222275
0.98115,0.0311125,0.2233375
0.979933333,0.0267,0.222388889
0.979255556,0.028922222,0.220877778
0.9818125,0.031375,0.2213125
0.9807375,0.03245,0.218425
0.980011111,0.034277778,0.215488889
0.979725,0.031825,0.2165
0.979855556,0.0318,0.218222222
0.979725,0.032675,0.218675
0.980577778,0.028677778,0.222166667
0.984766667,0.030977778,0.219777778
0.981175,0.0306375,0.221525
0.9832625,0.0368375,0.22075
0.981266667,0.0302,0.2172
0.978855556,0.036566667,0.2205
0.9823875,0.025975,0.216125
0.977375,0.0356,0.2185875
0.98165,0.029325,0.217125
0.978266667,0.032188889,0.2164
0.9829,0.035366667,0.214155556
0.9806,0.0325125,0.2189125
0.983511111,0.035366667,0.219555556
0.9810125,0.0299375,0.219375
0.982833333,0.033411111,0.218422222
0.982155556,0.033755556,0.217
0.982985714,0.029971429,0.217142857
0.977211111,0.0339,0.217911111
0.980311111,0.032877778,0.217366667
0.9818,0.031955556,0.219111111
0.9827875,0.032825,0.217175
0.9819625,0.0351375,0.2186
0.980833333,0.0341,0.218455556
0.981966667,0.029833333,0.216533333
0.9800625,0.033175,0.21625
0.980275,0.0318,0.2124625
0.980028571,0.035542857,0.217314286
0.98226,0.03385,0.21544
0.9828125,0.0335375,0.2159625
0.98283,0.03553,0.21612
0.9812375,0.0323625,0.2155125
0.9826625,0.033525,0.217975
0.980222222,0.031511111,0.215155556
0.982025,0.034775,0.2150875
0.981966667,0.036455556,0.213555556
0.9819125,0.0368625,0.2157875
0.9794625,0.0318375,0.21625
0.982022222,0.032644444,0.216788889
0.9804,0.032977778,0.213844444
0.9807875,0.0355,0.21325
0.982655556,0.037677778,0.214444444
0.9825625,0.0348625,0.21315
0.981655556,0.032566667,0.215622222
0.981766667,0.033477778,0.214422222
0.9815875,0.0359875,0.2159
0.9818125,0.0323,0.215475
0.981877778,0.035111111,0.2157
0.9812625,0.0343375,0.2146875
0.983488889,0.036966667,0.214988889
0.983775,0.035925,0.216975
0.979655556,0.033233333,0.212288889
0.9795375,0.0353,0.2126125
0.9800625,0.0333375,0.214625
0.983988889,0.033322222,0.215288889
0.981422222,0.034444444,0.214522222
0.9822875,0.0381125,0.215825
0.9835875,0.0351125,0.2163875
0.98271,0.03014,0.21467
0.9784625,0.03415,0.2113
0.9791375,0.0393375,0.2106875
0.9828875,0.0358375,0.21275
0.984044444,0.035188889,0.214433333
0.981211111,0.031677778,0.215066667
0.98185,0.0330875,0.216675
0.982333333,0.034944444,0.213333333
0.981766667,0.032844444,0.214533333
0.980985714,0.034228571,0.212185714
0.981355556,0.037788889,0.214188889
0.982344444,0.034888889,0.215377778
0.983075,0.033525,0.2154875
0.982575,0.03355,0.213425
0.9824,0.036688889,0.215466667
0.9805875,0.032075,0.212475
0.979033333,0.033811111,0.210844444
0.980075,0.03555,0.210125
0.982,0.03722,0.21106
0.9826375,0.0337875,0.212125
0.9828625,0.0321125,0.2116875
0.981211111,0.036555556,0.215166667
0.982475,0.0339125,0.214975
0.981144444,0.033766667,0.213833333
0.98055,0.0349375,0.2153125
0.983022222,0.035566667,0.2141
0.9824125,0.0363375,0.215975
0.981611111,0.031055556,0.2152
0.981944444,0.031411111,0.215388889
0.980885714,0.033671429,0.214814286
0.981466667,0.034533333,0.214511111
0.9806875,0.033875,0.2140125
0.9819,0.032466667,0.216377778
0.981488889,0.0309,0.214733333
0.9830375,0.036275,0.2167
0.980442857,0.033528571,0.219428571
0.9806,0.02865,0.21884
0.981775,0.0343875,0.22035
0.982555556,0.028811111,0.218866667
0.981166667,0.036666667,0.216988889
0.980266667,0.033066667,0.2183
0.98259,0.03235,0.21982
0.980377778,0.031633333,0.219444444
0.981577778,0.0323,0.221855556
0.98,0.031625,0.22135
0.9818375,0.0321,0.219275
0.98242,0.03253,0.22026
0.98055,0.031175,0.2214875
0.97965,0.0324375,0.2205
0.9802875,0.033875,0.220875
0.981111111,0.029077778,0.2205
0.980311111,0.030288889,0.220433333
0.9801125,0.0319875,0.2224375
0.979844444,0.032622222,0.2196
0.9796125,0.0326875,0.2190125
0.9809375,0.0317875,0.2221625
0.978933333,0.029922222,0.220788889
0.9804,0.0312,0.221433333
0.9773875,0.0296875,0.218525
0.9814,0.0322875,0.2232375
0.981744444,0.033,0.222222222
0.980688889,0.028444444,0.225111111
0.9797875,0.03,0.22465
0.979022222,0.0298,0.224155556
0.9802875,0.031125,0.2258375
0.980988889,0.028177778,0.224688889
0.9827375,0.0323875,0.2278375
0.9801,0.0285,0.223788889
0.9809,0.0327625,0.2249125
0.979888889,0.031988889,0.225711111
0.980366667,0.029733333,0.224916667
0.98021,0.02916,0.22486
0.98,0.027477778,0.223666667
0.9782125,0.0325,0.2210875
0.979111111,0.031944444,0.220111111
0.977385714,0.034557143,0.216885714
0.98118,0.03265,0.22557
0.979633333,0.026466667,0.223566667
0.977925,0.0295,0.222775
0.981344444,0.031733333,0.223777778
0.982185714,0.032271429,0.221028571
0.981,0.03336,0.22102
0.9799625,0.034125,0.2222375
0.9782125,0.0322625,0.2207625
0.980055556,0.028355556,0.221822222
0.982188889,0.033266667,0.224988889
0.98055,0.0315625,0.2228875
0.9821875,0.033575,0.2246875
0.9819,0.032122222,0.221877778
0.980544444,0.028988889,0.221
0.9801625,0.0324875,0.21795
0.9790125,0.0343125,0.2174125
0.979622222,0.0342,0.217822222
0.980888889,0.035444444,0.218844444
0.9823375,0.031425,0.2209
0.9818,0.0325375,0.2199375
0.978955556,0.030022222,0.219166667
0.9788625,0.03335,0.21735
0.980933333,0.037066667,0.217733333
0.9836,0.0337,0.219
0.98135,0.03365,0.219475
0.980333333,0.0321,0.218222222
0.979088889,0.032133333,0.218255556
0.982022222,0.035555556,0.217933333
0.9820625,0.0345,0.2172
0.981028571,0.031014286,0.217428571
0.98059,0.03447,0.21696
0.980277778,0.033744444,0.216844444
0.981675,0.036,0.2163
0.9816875,0.033325,0.2177875
0.981571429,0.0328,0.218985714
0.98116,0.03225,0.21978
0.980477778,0.032766667,0.215588889
0.982,0.036866667,0.216733333
0.9810625,0.03125,0.2173875
0.97788,0.03106,0.21782
0.983408333,0.03605,0.219916667
0.981622222,0.035055556,0.217388889
0.9817875,0.0359625,0.215875
0.982233333,0.036711111,0.220066667
0.9815,0.030133333,0.213683333
0.98129,0.03182,0.21433
0.979766667,0.036677778,0.215944444
0.9784375,0.0353,0.21715
0.982255556,0.0356,0.216311111
0.985166667,0.034666667,0.215433333
0.9820625,0.0356125,0.2187875
0.980575,0.03265,0.21825
0.981077778,0.032355556,0.2188
0.98045,0.0353625,0.216475
0.983322222,0.0369,0.216233333
0.981622222,0.035733333,0.212811111
0.980775,0.0372375,0.2150375
