acc_x,acc_y,acc_z
0.114725,0.8349,0.5616375
0.114355556,0.836366667,0.561422222
0.112844444,0.835911111,0.555666667
0.111457143,0.834628571,0.551814286
0.113577778,0.834333333,0.549577778
0.113611111,0.833288889,0.555122222
0.1106875,0.8309,0.5469375
0.109688889,0.833444444,0.546677778
0.11455,0.838775,0.5491625
0.114277778,0.839322222,0.561488889
0.112842857,0.835671429,0.555514286
0.11352,0.8335,0.5436
0.113157143,0.833742857,0.542814286
0.109866667,0.832222222,0.546088889
0.110055556,0.831933333,0.544366667
0.110711111,0.833355556,0.545844444
0.1137,0.837725,0.5518125
0.116925,0.8394875,0.55645
0.111477778,0.838,0.558677778
0.111477778,0.835644444,0.568166667
0.1095,0.8307875,0.5859375
0.095411111,0.836444444,0.542055556
0.095057143,0.854528571,0.477342857
0.119355556,0.850588889,0.507744444
0.118155556,0.823866667,0.575733333
0.125922222,0.8231,0.552255556
0.1192625,0.8383875,0.5454875
0.097471429,0.837328571,0.535385714
0.09778,0.84464,0.53188
0.106975,0.8451125,0.5428875
0.108233333,0.841055556,0.5427
0.112844444,0.834566667,0.537566667
0.1149,0.835557143,0.542185714
0.112822222,0.837777778,0.541977778
0.108877778,0.842255556,0.548722222
0.102977778,0.839188889,0.543644444
0.1041625,0.8408875,0.5384125
0.1108875,0.8426375,0.54345
0.108755556,0.840277778,0.548533333
0.1091,0.840333333,0.542344444
0.1098125,0.8401,0.54745
0.10655,0.8409625,0.549925
0.1100375,0.83705,0.54725
0.11208,0.83651,0.53938
0.1087,0.8375125,0.537375
0.106875,0.83685,0.5421125
0.107511111,0.841166667,0.5412
0.105871429,0.843071429,0.546857143
0.10606,0.84474,0.54638
0.109522222,0.842933333,0.541955556
0.109414286,0.839514286,0.536985714
0.10674,0.8364,0.53885
0.107171429,0.836585714,0.535514286
0.10516,0.83768,0.53462
0.10735,0.8416125,0.5381375
0.108177778,0.842266667,0.550977778
0.1086,0.8411,0.5487875
0.1125,0.8431875,0.545375
0.108933333,0.841611111,0.537344444
0.099525,0.836575,0.537475
0.098644444,0.836711111,0.541855556
0.10765,0.842375,0.54865
0.109111111,0.841722222,0.546622222
0.1084,0.838522222,0.539144444
0.10395,0.8373375,0.5374375
0.1042875,0.83835,0.55295
0.107277778,0.843588889,0.555822222
0.1038,0.839685714,0.542342857
0.09888,0.83864,0.53024
0.1025875,0.838825,0.53175
0.1084,0.838644444,0.544766667
0.1044875,0.837725,0.5450625
0.107222222,0.839533333,0.543733333
0.1069,0.840775,0.5435
0.103611111,0.843344444,0.546511111
0.1021875,0.840675,0.5430125
0.104388889,0.841711111,0.539222222
0.103622222,0.839033333,0.546311111
0.1068125,0.8372125,0.5494
0.1109875,0.838675,0.5447375
0.1039375,0.839075,0.5375125
0.09952,0.84052,0.53425
0.1013625,0.8402,0.5421125
0.105133333,0.838477778,0.546555556
0.10665,0.8389875,0.5467375
0.1074875,0.8427875,0.5476
0.112422222,0.843622222,0.548144444
0.103725,0.8423125,0.5469125
0.100155556,0.840922222,0.541688889
0.1064375,0.8368625,0.53485
0.105955556,0.838322222,0.532611111
0.102622222,0.837833333,0.536677778
0.1056125,0.8388375,0.5471875
0.1082125,0.8422,0.5495625
0.1067,0.842266667,0.5453
0.107866667,0.844922222,0.5442
0.10535,0.8419375,0.547125
0.104214286,0.84,0.540085714
0.10593,0.83671,0.53628
0.106622222,0.837444444,0.537111111
0.1077375,0.841075,0.539
0.10955,0.8439375,0.540425
0.105188889,0.841788889,0.543766667
0.1056375,0.8399875,0.5453
0.107366667,0.840455556,0.540422222
0.107233333,0.841722222,0.542533333
0.104528571,0.840814286,0.541242857
0.1064,0.840375,0.538425
0.105922222,0.835522222,0.533555556
0.10701,0.83716,0.53407
0.1077,0.8410875,0.5414
0.106175,0.8424875,0.5479125
0.101744444,0.836333333,0.541633333
0.105677778,0.837577778,0.540222222
0.105175,0.84095,0.5507125
0.107375,0.8418375,0.5512125
0.108411111,0.838111111,0.552811111
0.1095375,0.8397625,0.5438375
0.105933333,0.838955556,0.5401
0.1054,0.8384,0.542044444
0.1088,0.83855,0.546175
0.1053,0.83795,0.54775
0.10295,0.8381,0.5435
0.105055556,0.838733333,0.540244444
0.105222222,0.837733333,0.545366667
0.109122222,0.839122222,0.547411111
0.113575,0.8400625,0.549025
0.110311111,0.840988889,0.5491
0.1038625,0.8395875,0.546175
0.1027875,0.836425,0.542125
0.102655556,0.8354,0.5394
0.107875,0.8354625,0.542975
0.1087875,0.8401875,0.5461875
0.10502,0.84068,0.55852
0.10515,0.8401125,0.5555125
0.1099,0.836588889,0.553011111
0.108425,0.8364125,0.54865
0.097228571,0.8368,0.547185714
0.10215,0.83383,0.53687
0.1067,0.8363125,0.53965
0.104033333,0.839255556,0.550388889
0.1043125,0.839925,0.5500875
0.109914286,0.836585714,0.546642857
0.107381818,0.839054545,0.547736364
0.1020375,0.8367,0.5548125
0.1043,0.8420625,0.5357
0.1059125,0.84095,0.542575
0.106111111,0.838,0.545488889
0.103733333,0.835833333,0.541733333
0.104066667,0.840222222,0.541455556
0.1046375,0.840775,0.5435
0.107911111,0.842622222,0.547355556
0.1058,0.8382125,0.5481
0.105088889,0.837488889,0.544777778
