acc_x,acc_y,acc_z
0.958022222,0.150633333,0.280788889
0.957125,0.1461625,0.2816625
0.954422222,0.141566667,0.286433333
0.956375,0.1392875,0.2876625
0.954122222,0.152588889,0.273011111
0.9607,0.1584875,0.278625
0.952388889,0.153311111,0.286588889
0.950971429,0.148242857,0.2938
0.95189,0.14338,0.29508
0.952,0.1456875,0.28365
0.9552875,0.1537875,0.2790625
0.959355556,0.152766667,0.286166667
0.951077778,0.149522222,0.279244444
0.942575,0.15105,0.2681125
0.9548625,0.1585,0.2712
0.9587,0.1588625,0.2812375
0.955577778,0.153766667,0.282422222
0.951577778,0.147555556,0.290733333
0.948811111,0.146788889,0.284544444
0.954242857,0.151814286,0.279
0.95505,0.15481,0.27503
0.954944444,0.1575,0.275188889
0.953375,0.153675,0.27835
0.9487,0.153925,0.27065
0.9494,0.157,0.282271429
0.95523,0.1571,0.28245
0.9528,0.152875,0.2857
0.95252,0.15117,0.28459
0.9539125,0.1500875,0.286875
0.951833333,0.151577778,0.281466667
0.9514875,0.153825,0.27205
0.9552125,0.160675,0.273775
0.954033333,0.157555556,0.281755556
0.954325,0.1565,0.2810125
0.949877778,0.149488889,0.286644444
0.9503,0.1484875,0.2833125
0.9522375,0.1543375,0.27825
0.9584875,0.1574,0.27195
0.95338,0.15435,0.27656
0.9459,0.15455,0.2770375
0.958544444,0.157177778,0.2758
0.9558375,0.1547125,0.2807875
0.959022222,0.153111111,0.281066667
0.959325,0.1557125,0.278575
0.956375,0.1493625,0.2787375
0.956633333,0.151655556,0.265422222
0.953911111,0.154977778,0.2571
0.9591375,0.154875,0.2556625
0.960166667,0.161833333,0.254411111
0.959375,0.1559,0.260825
0.958511111,0.154,0.253211111
0.9536,0.152133333,0.259833333
0.9613375,0.1586875,0.251025
0.9648,0.157255556,0.261677778
0.9556125,0.15295,0.26395
0.957044444,0.150388889,0.262744444
0.9597375,0.1525375,0.25475
0.962855556,0.158077778,0.257766667
0.96295,0.160325,0.2554625
0.951844444,0.156755556,0.257655556
0.96235,0.148625,0.2543
0.960142857,0.152585714,0.249114286
0.9609,0.152990909,0.248890909
0.95765,0.15925,0.2526
0.958955556,0.157966667,0.256811111
0.9596875,0.1523375,0.2654
0.959355556,0.151266667,0.263244444
0.9603625,0.1516,0.259175
0.964133333,0.158644444,0.258133333
0.95935,0.1501875,0.2643125
0.960522222,0.155266667,0.256266667
0.963,0.1541375,0.2633375
0.959733333,0.151044444,0.261277778
0.9580125,0.154625,0.25785
0.960366667,0.152488889,0.255044444
0.960175,0.1551875,0.248
0.960622222,0.154966667,0.247777778
0.9586,0.157225,0.2454125
0.964733333,0.1586,0.2467
